id,timestamp,media_product_type,media_type,permalink,like_count,comments_count,caption,reach,saved,shares,views,total_interactions,profile_visits,follows,ig_reels_avg_watch_time,ig_reels_video_view_total_time
18132673027630948,2026-08-13T23:21:48+0000,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/Db_6CUZj9IJ/,0,0,"교통사고 나도 8주 넘으면 치료비 심사 칼바람 붑니다.

단순 염좌나 뇌진탕 같은 12~14급 경상환자는 4주 이상 치료 시 반드시 추가 진단서를 제출해야 합니다.

치료가 8주를 넘어가면 보험사 집중 심사 대상에 올라 과잉 진료 여부를 철저하게 검증받게 됩니다.

사고 났을 때 손해 안 보려면 바뀐 보상 및 심사 기준을 미리 확인해두셔야 합니다.

💾 나중에 다시 볼 수 있게 저장해두세요!

📌 매일 화제의 이슈 카드 받고 싶다면 @glend_kr 팔로우!

나이롱환자 방지 대책, 여러분은 어떻게 생각하시나요? 댓글로 알려주세요 👇

#자동차보험 #교통사고합의 #보험금청구 #교통사고치료 #손해보험",15,0,0,32,0,1,0,,
18110893283281732,2026-08-13T10:58:34+0000,REELS,VIDEO,https://www.instagram.com/reel/Db-k6YSDZSX/,1,0,"비싼 비만치료제 주사 없이 10kg 감량한 비밀 🤫

요즘 약이나 주사에 의존하는 다이어트가 유행이지만, 부작용과 요요 현상 걱정 많으셨죠?

최근 성공적인 감량으로 화제가 된 스타들의 핵심 비결은 의외로 간단했습니다. 바로 딱 '두 가지'를 삶에서 완전히 치운 것인데요!

1. 액상과당 끊기 (시럽 타진 커피, 탄산음료, 가공주스)
2. 밤 8시 이후 정제탄수화물 끊기 (빵, 떡, 면, 배달 야식)

액상과당은 인슐린을 과다 분비시켜 체지방을 빠르게 쌓고 뇌의 배부름 신호를 마비시킵니다. 여기에 밤늦게 먹는 정제탄수화물까지 더해지면 밤사이 지방 분해 호르몬 작용이 완전히 멈추게 돼요.

대신 시원한 탄산수에 레몬즙을 타서 마시고, 저녁엔 단백질과 채소 위주로 채워보세요. 딱 2주만 실천해도 몸이 가벼워지는 게 느껴집니다!

📌 매일 놓치기 쉬운 실전 건강 관리 정보만 골라 올립니다 → @glend_kr 팔로우하고 건강해지세요!

여러분은 다이어트할 때 가장 끊기 힘든 음식이 무엇인가요? 댓글로 공유해 주세요 👇

#건강정보 #다이어트꿀팁 #식단관리 #체지방감량 #건강습관

🎵 Music: Inspired – Kevin MacLeod (incompetech.com), CC BY 4.0",117,0,12,129,13,,,2788,323435
18138039976586755,2026-08-13T07:42:30+0000,REELS,VIDEO,https://www.instagram.com/reel/Db-Oes3FU5k/,0,0,"밤에 잠 못 들고 뒤척이는 분들 꼭 보세요! 😴

최근 수면 의학계에서 불면증의 핵심 원인으로 뇌 속 각성 물질인 오렉신을 지목했습니다.

각성 스위치가 켜진 상태로 침대에 누워있으면 뇌는 침대를 스트레스 공간으로 인식해요.

잠자리에 누운 지 20분 안에 잠들지 못하면 즉시 일어나 어두운 곳에서 휴식을 취해야 합니다.

오후 2시 이후 카페인 차단과 침실 온도 20도 유지가 꿀잠의 핵심 포인트입니다.

유용한 건강 정보가 필요하다면 저장하고 매일 챙겨보세요!

여러분은 밤에 잠드는 데 보통 얼마나 걸리시나요? 댓글로 남겨주세요 👇

#불면증 #수면장애 #건강꿀팁 #숙면하는법 #오렉신

🎵 Music: Inspired – Kevin MacLeod (incompetech.com), CC BY 4.0",122,0,6,139,6,,,3383,416193
18091128455121338,2026-08-13T07:33:46+0000,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/Db-NitJlmQS/,0,0,"결혼했다고 저금리 정부 대출 막히던 시대는 끝났습니다.

부부합산 소득 때문에 디딤돌·버팀목 대출에서 탈락했던 분들 많으셨죠.
정부가 결혼 감점을 폐지하고, 1인 소득 기준을 적용해 문턱을 대폭 낮춥니다.
맞벌이 부부라도 혼인 여부와 관계없이 저금리 주택 대출 혜택을 누릴 수 있습니다.

💾 기한 놓치기 전에 저장해두세요!
📌 매일 놓치기 쉬운 재테크 정보 받고 싶다면 @glend_kr 팔로우!

신혼부부 대출 소득 기준 완화, 여러분의 생각은 어떠신가요? 댓글로 알려주세요 👇

#재테크 #신혼부부대출 #디딤돌대출 #결혼패널티 #버팀목전세자금대출",9,0,0,28,0,0,0,,
18122835211699909,2026-08-10T04:43:47+0000,REELS,VIDEO,https://www.instagram.com/reel/Db2LohqAHII/,1,0,"직장에서 부당한 괴롭힘을 당하고 계신가요? 지금 바로 신고하세요!

고용노동부가 태움과 직장 내 괴롭힘을 근절하기 위해 한 달간 특별 집중 신고 기간을 운영합니다.
가해자에게는 최대 1000만원의 과태료가 부과되며, 피해 근로자에게는 무료 법률 상담과 심리치료비 전액이 지원됩니다.
5인 이상 사업장 근로자라면 누구나 고용노동부 누리집이나 1350 전화로 익명 신고가 가능합니다.
메신저 대화 캡처나 녹음 파일 등 객관적인 증거 자료를 사전에 확보해두는 것이 가장 유리합니다.

저장해두고 주변 동료들에게도 꼭 공유해주세요!

여러분은 직장 내 괴롭힘을 목격하거나 경험하신 적이 있으신가요? 댓글로 알려주세요 👇

#직장내괴롭힘 #태움신고 #고용노동부 #근로자권리 #노동청신고

🎵 Music: Inspired – Kevin MacLeod (incompetech.com), CC BY 4.0",126,1,0,132,2,,,3343,417883
18173241463434618,2026-08-09T23:28:39+0000,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/Db1no7InADh/,0,0,"신혼부부 내 집 마련의 기회, 290가구 무주택 청약이 열립니다.

LH에서 시흥거모지구 신혼희망타운 290가구를 공급합니다.
혼인 7년 이내 무주택 세대 구성원이라면 신청 자격이 부여됩니다.
자산 3억 9천만 원 이하 및 청약통장 6개월 이상 가입 조건을 확인하세요.

💾 기한 놓치기 전에 저장해두세요!
📌 매일 놓치기 쉬운 재테크 정보 받고 싶다면 @glend_kr 팔로우!

이번 시흥 거모 신혼희망타운 청약에 도전해보실 건가요? 댓글로 알려주세요 👇

#재테크 #부동산 #청약정보 #신혼희망타운 #시흥거모지구",14,0,0,49,0,0,0,,
18101045843166771,2026-08-09T10:32:31+0000,REELS,VIDEO,https://www.instagram.com/reel/Db0OwCuFPQl/,2,0,"경찰관 가족 사건, 이제 담당 경찰서를 바꿀 수 있습니다!

최근 경찰관 직계 가족이 연루된 사건 117건을 자체 수사해 논란이 불거졌습니다.
경찰청은 제 식구 감싸기 수사를 막기 위해 내달부터 상피제를 도입합니다.
피의자가 경찰의 4촌 이내 친족이면 무조건 타 관할 경찰서로 사건이 이송됩니다.
억울한 피해자는 청문감사실에 수사관 기피 및 사건 이송을 직접 신청할 수 있습니다.
수사가 종결되기 전에 신청해야 하니 꼭 기억해 두세요!

📌 나중에 필요할 때 바로 꺼내볼 수 있게 미리 저장해두세요!
🔔 더 빠른 시사·트렌드 정보는 @GLEND 팔로우!

여러분은 상피제 도입으로 경찰 수사가 더 공정해질 것이라 보시나요? 댓글로 의견을 남겨주세요! 👇

#경찰 #상피제 #사건사고 #수사관교체 #청문감사실

🎵 Music: Inspired – Kevin MacLeod (incompetech.com), CC BY 4.0",243,0,0,264,2,,,4818,1180463
18137127799607785,2026-08-09T05:03:28+0000,REELS,VIDEO,https://www.instagram.com/reel/DbzpF38AOY3/,0,0,"가을 여행 가기 전 안 보면 무조건 손해보는 꿀팁!

지자체에서 여행 경비의 절반을 돌려주는 반값여행 지원 사업이 본격 시작되었습니다.

고흥이나 완도 등 지정 지역 방문 시 소비한 비용의 50%를 최대 30만 원까지 모바일 상품권으로 환급해 줍니다.

타 지역 주민이라면 누구나 여행 3일 전까지 지자체 누리집에서 사전 신청 후 이용하실 수 있습니다.

완도의 경우 4차 신청이 이틀 만에 조기 마감될 만큼 인기가 높으니 여행 계획이 있다면 서두르셔야 합니다.

나중에 가을 여행 계획 세울 때 찾아볼 수 있도록 미리 저장해두세요!

이번 가을 여러분이 가장 떠나고 싶은 반값 여행지는 어디인가요? 댓글로 공유해 주세요 👇

#재테크 #여행지원금 #반값여행 #국내여행지추천 #가을여행

🎵 Music: Inspired – Kevin MacLeod (incompetech.com), CC BY 4.0",153,0,0,167,0,,,1629,254203
18547895935078337,2026-08-08T23:28:43+0000,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/DbzC2npj3sJ/,0,0,"꿀잠 자려고 입에 붙인 테이프, 자칫하면 질식 위험을 부릅니다.

최근 코호흡을 위해 입에 테이프를 붙이고 자는 분들이 많은데요.
비염이나 축농증이 있는 사람이 입을 막으면 수면 중 산소 공급이 끊겨 위험해질 수 있습니다.
무작정 테이프를 붙이기보다 옆으로 누워 자거나 실내 습도를 맞춰 코호흡을 유도해보세요.

💾 나중에 실천할 수 있게 저장해두세요!
📌 매일 놓치기 쉬운 건강 정보 받고 싶다면 @glend_kr 팔로우!

여러분은 수면 테이프를 사용해보신 적이 있나요? 댓글로 공유해주세요 👇

#건강정보 #수면건강 #숙면꿀팁 #입테이프 #수면무호흡증",14,0,0,40,0,1,0,,
18426468205178019,2026-08-08T10:08:53+0000,REELS,VIDEO,https://www.instagram.com/reel/DbxnRa9DI8G/,0,0,"안 찾으면 그대로 소멸하는 숨은 돈 30만원 찾는 법 💰

우리가 안 쓰고 잊어버린 카드 포인트와 휴면 계좌 잔액이 매년 수천억 원씩 사라진다는 사실을 알고 계셨나요?

금융감독원 조사에 따르면 국민 1인당 평균 30만 원 상당의 잠자는 돈이 방치되어 있다고 해요.

특히 카드 포인트는 5년이 지나면 영구 소멸되니 유효기간 끝나기 전에 바로 챙기시는 게 무조건 이득입니다.

스마트폰 어카운트인포 앱에서 간편인증 한 번만 거치면 1분 만에 본인 계좌로 즉시 현금 입금 신청이 가능해요.

나중에 잊지 않게 미리 저장해두시고 주위 지인들에게도 꼭 공유해 주세요!

여러분은 숨은 돈 조회해보니 얼마나 나왔나요? 댓글로 함께 나눠주세요 👇

#재테크 #숨은돈찾기 #카드포인트현금화 #어카운트인포 #생활꿀팁

🎵 Music: Inspired – Kevin MacLeod (incompetech.com), CC BY 4.0",111,0,0,117,0,,,1509,166081
18115384037493008,2026-08-08T04:47:36+0000,REELS,VIDEO,https://www.instagram.com/reel/DbxChyaFU7e/,0,0,"여름철 에어컨 틀고 잤다가 아침에 허리 뻣뻣했던 적 있으시죠? ❄️

단순히 추워서가 아니라 찬 바람이 피부에 직접 닿아 혈액순환이 마비되고 척추 근육이 급격히 수축했기 때문입니다.

허리 통증 없이 시원하게 잘 수 있는 4가지 핵심 가이드
1. 에어컨 온도 26도, 습도 50% 맞추기
2. 바람 방향은 상향(천장)으로 고정하기
3. 얇은 긴소매 파자마 착용해 체온 유지하기
4. 허리 밑에 얇은 수건 접어 받쳐두기

내일 아침 굳어버린 허리로 고생하지 말고 저장해두고 오늘 밤 바로 적용해 보세요!
건강 실전 팁을 매일 받고 싶다면 GLEND 팔로우도 잊지 마세요 💚

여러분은 에어컨 몇 도로 맞춰두고 주무시나요? 댓글로 알려주세요 👇

#건강꿀팁 #에어컨허리통증 #수면건강 #여름철건강관리 #허리통증완화

🎵 Music: Inspired – Kevin MacLeod (incompetech.com), CC BY 4.0",158,0,0,171,0,,,2885,455981
18110841334824538,2026-08-07T23:29:07+0000,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/DbweGkOlVN9/,0,0,"버려지는 버스를 개조해 청년 주택으로 쓰자는 황당한 제안이 논란입니다.

최근 정치권에서 폐차 예정인 대형버스를 주거 공간으로 재활용하자는 아이디어가 제시되었습니다.
청년 주거 난을 해소하겠다는 취지지만 정작 당사자들은 청년을 버스에 살게 하냐며 거세게 반발하고 있습니다.
본질적인 주거 문제 해결 대신 보여주기식 대책만 내놓는다는 비판이 이어지고 있습니다.

💾 나중에 다시 볼 수 있게 저장해두세요!
📌 매일 화제의 이슈 카드 받고 싶다면 @glend_kr 팔로우!

버스를 개조한 청년 주택 제안, 여러분은 어떻게 생각하시나요? 댓글로 의견을 남겨주세요 👇

#부동산 #청년주택 #주거복지 #황희의원 #폐기버스",14,0,0,56,0,0,0,,
17926173579390058,2026-08-07T10:19:52+0000,REELS,VIDEO,https://www.instagram.com/reel/DbvDuwalImn/,0,0,"기름진 음식 다 끊고 샐러드만 먹는데도 검진 결과에서 콜레스테롤 수치가 높게 나와서 당황하셨나요?
범인은 바로 수면 부족입니다.

하루 6시간 미만으로 자면 간에서 콜레스테롤 합성 호르몬이 늘어나 혈중 지방 수치가 무려 30%나 증가해요.
특히 열대야로 잠 못 드는 요즘 같은 계절엔 혈관 건강과 관절 통증이 함께 악화될 수 있습니다.

오늘 밤부터 침실 온도는 24도로 맞추고 자기 전 미지근한 물로 샤워해 보세요.
스마트폰은 잠들기 1시간 전 멀리 치워두는 것 잊지 마세요!

이 영상 저장해두고 밤마다 숙면 습관 체크해보세요.
GLEND 팔로우하고 매일 건강 실전 꿀팁 받아보세요.

여러분은 하루에 몇 시간이나 깊게 주무시나요? 댓글로 남겨주세요 👇

#건강꿀팁 #수면건강 #고지혈증관리 #혈액순환 #숙면팁

🎵 Music: Inspired – Kevin MacLeod (incompetech.com), CC BY 4.0",154,0,0,164,0,,,2941,449991
18235606495315870,2026-08-07T05:17:30+0000,REELS,VIDEO,https://www.instagram.com/reel/DbuhJBxHRCd/,0,0,"전세보증금 못 받아 속 태우던 임차인분들 꼭 확인하세요!

대법원이 민생 전담 재판부를 도입하면서 기존 1년 이상 걸리던 전세보증금 반환 소송이 평균 3개월 만에 해결되고 있습니다.
복잡한 절차를 단축하고 임대차 분쟁 사건을 최우선으로 다루기 때문인데요.
계약 만료 2개월 전까지 통보한 증거를 챙겨 전자소송으로 접수하면 신속하게 처리됩니다.
이사를 먼저 가야 한다면 임차권등기명령 신청도 잊지 마세요.

도움이 되셨다면 저장해두고 주변에도 공유해 주세요!
팔로우하고 최신 생활 법률 정보 매일 받아보세요.

여러분 주변에도 전세금 때문에 고민하는 분이 계신가요? 댓글로 공유해 주세요! 👇

#전세보증금 #전세사기 #임차권등기명령 #전세금반환소송 #부동산법률

🎵 Music: Inspired – Kevin MacLeod (incompetech.com), CC BY 4.0",153,0,0,157,0,,,1609,243061
18421524313197167,2026-08-07T02:01:40+0000,FEED,CAROUSEL_ALBUM,https://www.instagram.com/p/DbuKxHBlNU7/,0,0,"청약통장 없이 서울 아파트 당첨되는 기회, 8월에 열립니다.

서울 강북 '더 리치먼드 미아' 무순위 청약이 8월부터 시작됩니다.
만 19세 이상이라면 청약통장 가입 여부와 상관없이 누구나 신청할 수 있습니다.
실거주 의무 2년이 적용되지 않아 당첨 후 전세를 활용한 자금 마련도 가능합니다.
한국부동산원 청약홈 사이트에서 무순위 접수 일정을 확인하고 신청하세요.

💾 기한 놓치기 전에 저장해두세요!

📌 매일 놓치기 쉬운 재테크 정보 받고 싶다면 @glend_kr 팔로우!

서울 아파트 무순위 청약, 여러분이라면 신청하실 건가요? 댓글로 알려주세요 👇

#재테크 #부동산정보 #청약정보 #무순위청약 #더리치먼드미아",13,0,0,36,0,0,0,,
18090035477126476,2026-08-06T11:48:22+0000,REELS,VIDEO,https://www.instagram.com/reel/DbspDUAiqKg/,0,0,"비행기 머리 위 짐칸 이용료 부과 논란!

최근 해외 저비용 항공사를 중심으로 기내 머리 위 선반 이용료를 따로 부과하는 정책이 확산되면서 큰 논란이 일고 있습니다.

기본 항공권 가격 외에 기내 캐리어를 선반에 싣기 위해 한화 약 3만 원 안팎의 추가 요금을 내야 하는데요.

공항 현장에서 결제할 경우 사전 결제보다 최대 3배 이상의 폭탄 수수료가 부과될 수 있습니다.

✈️ 수하물 수수료 폭탄 피하는 3가지 팁
1. 항공권 예매 시 기내 수하물 무료 포함 여부 확인하기
2. 추가 수하물은 출국 전 온라인으로 미리 등록하기
3. 좌석 아래 들어가는 소형 가방 규격 적극 활용하기

나중에 해외여행 떠나기 전에 잊지 않게 저장하고 친구에게 공유해 보세요!

여러분은 기내 선반 유료화 정책에 대해 어떻게 생각하시나요? 댓글로 의견을 남겨주세요👇

#해외여행 #비행기수하물 #항공권예매 #기내수하물규정 #여행꿀팁

🎵 Music: Inspired – Kevin MacLeod (incompetech.com), CC BY 4.0",156,0,0,170,0,,,2961,462032
